DEPARTAMENTO,PROVINCIA,DISTRITO,Population
SAN MARTIN,MOYOBAMBA,YANTALO,3012
SAN MARTIN,BELLAVISTA,BELLAVISTA,18470
SAN MARTIN,BELLAVISTA,ALTO BIAVO,9058
SAN MARTIN,BELLAVISTA,BAJO BIAVO,14906
SAN MARTIN,BELLAVISTA,HUALLAGA,2860
SAN MARTIN,BELLAVISTA,SAN PABLO,9112
SAN MARTIN,BELLAVISTA,SAN RAFAEL,6413
SAN MARTIN,EL DORADO,SAN JOSE DE SISA,16862
SAN MARTIN,EL DORADO,AGUA BLANCA,2509
SAN MARTIN,EL DORADO,SAN MARTIN,12703
SAN MARTIN,EL DORADO,SANTA ROSA,7308
SAN MARTIN,EL DORADO,SHATOJA,3210
SAN MARTIN,HUALLAGA,SAPOSOA,14879
SAN MARTIN,HUALLAGA,ALTO SAPOSOA,4873
SAN MARTIN,HUALLAGA,EL ESLABON,2234
SAN MARTIN,HUALLAGA,PISCOYACU,4655
SAN MARTIN,HUALLAGA,SACANCHE,2575
SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,831
SAN MARTIN,LAMAS,LAMAS,15700
SAN MARTIN,LAMAS,ALONSO DE ALVARADO,15225
SAN MARTIN,LAMAS,BARRANQUITA,7237
SAN MARTIN,LAMAS,CAYNARACHI,10776
SAN MARTIN,LAMAS,CUÑUMBUQUI,3498
SAN MARTIN,LAMAS,PINTO RECODO,9584
SAN MARTIN,LAMAS,RUMISAPA,3701
SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,1729
SAN MARTIN,LAMAS,SHANAO,2109
SAN MARTIN,LAMAS,TABALOSOS,14832
SAN MARTIN,LAMAS,ZAPATERO,5928
SAN MARTIN,MARISCAL CACERES,JUANJUI,34114
SAN MARTIN,MARISCAL CACERES,CAMPANILLA,15431
SAN MARTIN,MARISCAL CACERES,HUICUNGO,9026
SAN MARTIN,MARISCAL CACERES,PACHIZA,6456
SAN MARTIN,MARISCAL CACERES,PAJARILLO,5935
SAN MARTIN,PICOTA,PICOTA,11204
SAN MARTIN,PICOTA,BUENOS AIRES,3198
SAN MARTIN,PICOTA,CASPIZAPA,2229
SAN MARTIN,PICOTA,PILLUANA,902
SAN MARTIN,PICOTA,PUCACACA,3140
SAN MARTIN,PICOTA,SAN CRISTOBAL,1258
SAN MARTIN,PICOTA,SAN HILARION,4139
SAN MARTIN,PICOTA,SHAMBOYACU,10039
SAN MARTIN,PICOTA,TINGO DE PONASA,4095
SAN MARTIN,PICOTA,TRES UNIDOS,4307
SAN MARTIN,RIOJA,RIOJA,27014
SAN MARTIN,RIOJA,AWAJUN,8194
SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,18742
SAN MARTIN,RIOJA,NUEVA CAJAMARCA,46520
SAN MARTIN,RIOJA,PARDO MIGUEL,17996
SAN MARTIN,RIOJA,POSIC,2005
SAN MARTIN,RIOJA,SAN FERNANDO,3889
SAN MARTIN,RIOJA,YORONGOS,2818
SAN MARTIN,RIOJA,YURACYACU,4070
SAN MARTIN,SAN MARTIN,TARAPOTO,84027
SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,928
SAN MARTIN,SAN MARTIN,CACATACHI,3791
SAN MARTIN,SAN MARTIN,CHAZUTA,10585
SAN MARTIN,SAN MARTIN,CHIPURANA,2366
SAN MARTIN,SAN MARTIN,EL PORVENIR,2538
SAN MARTIN,SAN MARTIN,HUIMBAYOC,5508
SAN MARTIN,SAN MARTIN,JUAN GUERRA,4132
SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,46604
SAN MARTIN,SAN MARTIN,MORALES,40253
SAN MARTIN,SAN MARTIN,PAPAPLAYA,2209
SAN MARTIN,SAN MARTIN,SAN ANTONIO,1750
SAN MARTIN,SAN MARTIN,SAUCE,7795
SAN MARTIN,SAN MARTIN,SHAPAJA,2052
SAN MARTIN,TOCACHE,TOCACHE,31167
SAN MARTIN,TOCACHE,NUEVO PROGRESO,12813
SAN MARTIN,TOCACHE,POLVORA,11521
SAN MARTIN,TOCACHE,SHUNTE,1371
SAN MARTIN,TOCACHE,UCHIZA,22287
TACNA,TACNA,TACNA,109363
TACNA,TACNA,ALTO DE LA ALIANZA,37507
TACNA,TACNA,CALANA,3545
TACNA,TACNA,CIUDAD NUEVA,34398
TACNA,TACNA,INCLAN,3135
TACNA,TACNA,PACHIA,2419
TACNA,TACNA,PALCA,2202
TACNA,TACNA,POCOLLAY,20281
TACNA,TACNA,SAMA,3720
TACNA,TACNA,CORONEL GREGORIO ALBARRACIN L.,120830
TACNA,TACNA,LA YARADA LOS PALOS,6891
TACNA,CANDARAVE,CANDARAVE,2780
TACNA,CANDARAVE,CAIRANI,1116
TACNA,CANDARAVE,CAMILACA,1377
TACNA,CANDARAVE,CURIBAYA,433
TACNA,CANDARAVE,HUANUARA,594
TACNA,CANDARAVE,QUILAHUANI,796
TACNA,JORGE BASADRE,LOCUMBA,2728
TACNA,JORGE BASADRE,ILABAYA,6630
TACNA,JORGE BASADRE,ITE,3297
TACNA,TARATA,TARATA,4020
TACNA,TARATA,HEROES ALBARRACIN,377
TACNA,TARATA,ESTIQUE,280
TACNA,TARATA,ESTIQUE PAMPA,190
TACNA,TARATA,SITAJARA,413
TACNA,TARATA,SUSAPAYA,621
TACNA,TARATA,TARUCACHI,360
TACNA,TARATA,TICACO,671
TUMBES,TUMBES,TUMBES,115048
TUMBES,TUMBES,CORRALES,25790
TUMBES,TUMBES,LA CRUZ,10559
TUMBES,TUMBES,PAMPAS DE HOSPITAL,7724
TUMBES,TUMBES,SAN JACINTO,9368
TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,4983
TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,13653
TUMBES,CONTRALMIRANTE VILLAR,CASITAS,2778
TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,7104
TUMBES,ZARUMILLA,ZARUMILLA,24821
TUMBES,ZARUMILLA,AGUAS VERDES,19169
TUMBES,ZARUMILLA,MATAPALO,3621
TUMBES,ZARUMILLA,PAPAYAL,6903
UCAYALI,CORONEL PORTILLO,CALLERIA,176642
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,19378
UCAYALI,CORONEL PORTILLO,IPARIA,12510
UCAYALI,CORONEL PORTILLO,MASISEA,12491
UCAYALI,CORONEL PORTILLO,YARINACOCHA,118365
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,5953
UCAYALI,CORONEL PORTILLO,MANANTAY,104487
UCAYALI,ATALAYA,RAIMONDI,39819
UCAYALI,ATALAYA,SEPAHUA,8288
UCAYALI,ATALAYA,TAHUANIA,10248
UCAYALI,ATALAYA,YURUA,2322
UCAYALI,PADRE ABAD,PADRE ABAD,37338
UCAYALI,PADRE ABAD,IRAZOLA,11702
UCAYALI,PADRE ABAD,CURIMANA,9789
UCAYALI,PADRE ABAD,NESHUYA,9669
UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,6556
UCAYALI,PURUS,PURUS,3553
